name {7}
El escarabajo más poderoso del planeta.[ST:n ]Atraviesa a sus enemigos con cuernos[ST:n ]afilados y escupe proyectiles que pueden[ST:n ]perforar el hierro. El rey de los insectos.
Criatura semejante a un escarabajo que[ST:n ]se alimenta de esporas arenosas blancas.[ST:n ]Excavan sus nidos en los acantilados[ST:n ]de Sylvalum y viven hacinados en ellos.
"Este escarabajo azul se lanza al cielo con[ST:n ]solo un mes de vida y, por alguna razón[ST:n ]inexplicable, vuela hasta la extenuación."
"Grillo con caparazón cristalino.[ST:n ]Ha de tratarse con cuidado, ya que este[ST:n ]frágil insecto se hace añicos fácilmente."
"Grillo gigante que duerme en la arena[ST:n ]y rara vez sale a la superficie.[ST:n ]Durante las escasas horas de vigilia, sin[ST:n ]embargo, es agresivo y ataca sin dudarlo."
Espléndida mariposa con alas violetas[ST:n ]adornadas con pequeñas incrustaciones[ST:n ]de cristal. Se reproduce lentamente[ST:n ]pero puede vivir más de 300 años.
"Insecto blanco con aspecto de pelusa.[ST:n ]Parece una espora, por lo que es difícil[ST:n ]de encontrar, pero se dice que trae[ST:n ]buena suerte a los que lo consiguen."
"Al nacer, esta larva crece rápidamente[ST:n ]y muere, todo en un día.[ST:n ]Su excepcional brillo es digno de ver."
"Enorme insecto rojo que despide fuego[ST:n ]por la boca, inflamando a menudo[ST:n ]gases naturales.[ST:n ]Es el responsable de muchas explosiones."
"Escarabajo de gran tamaño que puede[ST:n ]llegar a medir cerca de un metro. Cuando[ST:n ]se encuentra amenazado, puede ingerir[ST:n ]y expulsar grandes cantidades de agua."
"Mosca muy dura y rápida como una bala.[ST:n ]Suele ser un animal bastante dañino,[ST:n ]por lo que hay que tener cuidado[ST:n ]con ellas al aventurarse en Cauldros."
"Grillo lleno de energía que está siempre[ST:n ]almacenando comida. Ataca si se le[ST:n ]molesta, sobre todo si se encuentra[ST:n ]con su mayor enemigo: la hormigabunda."
Madera que se hincha como un globo[ST:n ]al absorber agua. Usada por criaturas[ST:n ]como la hormigabunda para navegar[ST:n ]río abajo.
"Arena con alto contenido en hierro.[ST:n ]Los científicos de NLA están investigando[ST:n ]un método para extraer este hierro,[ST:n ]pero todavía no han tenido éxito."
Excremento cristalizado[ST:n ]de microorganismos no identificados[ST:n ]que se ha vuelto transparente y ahora[ST:n ]se asemeja a un precioso cristal.
"Perla dura formada por minerales[ST:n ]de ríos subterráneos. Tiene un brillo[ST:n ]blanco en la oscuridad, pero a la luz[ST:n ]su apariencia es transparente."
Material diamantino que crece[ST:n ]como el bambú en días lluviosos.[ST:n ]Desaparece con la luz de las estrellas.
Objeto poco común avistado[ST:n ]en el cielo polar. Su origen y clasificación[ST:n ]continúan siendo un misterio.
Hoja que emite una tenue radiación.[ST:n ]Se encuentran en Noctilum y pueden[ST:n ]usarse para iluminar otros objetos.
Arcilla formada por una mezcla de heces[ST:n ]de oranglotón y tierra noctilita.[ST:n ]Su elasticidad no tiene parangón;[ST:n ]no se romperá por mucho que se estire.
"Tipo de tierra rico en azúcar.[ST:n ]Tiene un gusto algo arenoso, pero si se[ST:n ]procesa, puede usarse como edulcorante."
Piedra especular pulida por el goteo[ST:n ]constante de agua de un árbol gigante.[ST:n ]Quien se mira en ella tiene la impresión[ST:n ]de mirar en su propia alma.
"Orbe que muestra la flora y fauna[ST:n ]del pasado y el futuro de Mira.[ST:n ]Por desgracia, todo lo que se ve es[ST:n ]un animal pastando o alguna planta."
"Planta de algodón que crece con forma[ST:n ]de flecha. Es muy popular entre[ST:n ]los nopon, ya que su algodón[ST:n ]es de gran calidad."
"Este musgo, que crece en los árboles[ST:n ]gigantes de Noctilum, cae y cuaja como[ST:n ]la nieve. Es un buen aislante y lo suelen[ST:n ]usar animales como lecho en invierno."
"Restos fosilizados de flora de Oblivia.[ST:n ]Tiene propiedades similares al carbón y,[ST:n ]aunque no sirve como combustible,[ST:n ]es útil como material de investigación."
Pequeña rama que atrae a los rayos.[ST:n ]Probablemente haya sido usada como[ST:n ]pararrayos debido a esta cualidad única.
"Fragmento de estalactita con punta[ST:n ]afilada. Emite un precioso anillo[ST:n ]de luz multicolor, pero hay que tener[ST:n ]mucho cuidado al tocarla."
"Mineral argénteo blando como la arcilla[ST:n ]que endurece cuando se forja. Su origen[ST:n ]es incierto, pero se cree que procede[ST:n ]de cactus myuena descompuestos."
"Misterioso vapor verde que emana en el[ST:n ]interior de las cuevas. Se convierte en[ST:n ]oxígeno una vez aireado, y por ello es de[ST:n ]gran interés para los científicos de NLA."
"Se pensaba que este flujo de lodo que[ST:n ]tiembla se debía a un terremoto, pero[ST:n ]en realidad solo se mueve la superficie.[ST:n ]Es común ver insectos posados sobre él."
"A pesar de ser inertes, estas rocas[ST:n ]parecen echar raíces y crecer.[ST:n ]Debido a ello, con frecuencia[ST:n ]se las confunde con árboles."
"Coral terrestre con aspecto arbóreo.[ST:n ]Hay que tener cuidado al tocarlo, ya que[ST:n ]es muy frágil y se rompe con facilidad."
"Se produce cuando la lluvia reacciona[ST:n ]con una sustancia desconocida en el aire.[ST:n ]Es inofensivo para cualquier organismo[ST:n ]vivo, pero disuelve la materia inorgánica."
"Roca que no registra ningún peso[ST:n ]en una báscula, pero cuyo impacto[ST:n ]puede resultar bastante doloroso."
"Gracias a sus extraordinarias propiedades[ST:n ]de difusividad térmica, este material[ST:n ]puede mantenerse a temperatura[ST:n ]bajo cero en cualquier ambiente."
"Espora que flota por el cielo de Sylvalum[ST:n ]atrayendo incontables partículas[ST:n ]atmosféricas, las cuales le otorgan[ST:n ]el brillo de una piedra preciosa."
"Un tipo de lava aromática que puede ser[ST:n ]consumida en cuanto se enfría. Aunque no[ST:n ]es tóxica, es demasiado pronto para verla[ST:n ]en la carta de los restaurantes de NLA."
"Tierra fértil que se nutre de insectos[ST:n ]y ciertos animales pequeños, a los que[ST:n ]disuelve y absorbe. Los geólogos creen[ST:n ]que tiene un gran potencial agrícola."
"Esta piedra, formada durante[ST:n ]una tormenta, es capaz de almacenar[ST:n ]electricidad. Puede usarse como[ST:n ]una batería, pero es bastante inestable."
"Parece polvo, pero se comporta[ST:n ]más bien como una planta.[ST:n ]Se puede encontrar adherido a las rocas,[ST:n ]como si fuera una especie de musgo."
Acero orgánico forjado en el calor[ST:n ]de los lagos de lava de Cauldros.[ST:n ]Posee una inusitada dureza debido[ST:n ]a sus múltiples capas.
"Este valioso aceite rojo de Cauldros solo[ST:n ]aparece en días lluviosos. A simple vista,[ST:n ]se asemeja a un charco de sangre."
"Diseñado inicialmente para defenderse del[ST:n ]ataque alienígena, fracasó en su cometido[ST:n ]al sobrecalentarse. Se recicló como[ST:n ]parte del escudo de la Ballena Blanca."
Radiador que no necesita refrigerante[ST:n ]usado en la Ballena Blanca.[ST:n ]Puede ser fácilmente reconvertido[ST:n ]para usarse en coches y otros vehículos.
Tubería usada en la Ballena Blanca.[ST:n ]Hecha de un tipo experimental de acero[ST:n ]inoxidable que supuestamente no se oxida[ST:n ]ni se corroe por mucho que se use.
Depósito de combustible que formó parte[ST:n ]del sistema de propulsión de la Ballena[ST:n ]Blanca. Se dice que es lo máximo en[ST:n ]tecnología de compresión de combustible.
"Este instrumento analiza la atmósfera.[ST:n ]También detecta vida microbiana,[ST:n ]lo que da indicios de si un planeta[ST:n ]está habitado o no."
Traje espacial que puede resistir 24 horas[ST:n ]en el espacio exterior. Estaba considerado[ST:n ]el pináculo de la tecnología cuando partió[ST:n ]la Ballena Blanca.
Generador de gravedad artificial que[ST:n ]produce un haz rotatorio. Permite a la[ST:n ]tripulación vivir y trabajar normalmente[ST:n ]en un entorno de gravedad artificial.
"Cápsula con una base de datos con[ST:n ]información genética congelada de flora[ST:n ]y fauna de la Tierra. Por desgracia,[ST:n ]la mayor parte se perdió en el accidente."
Un casco de realidad virtual que permite[ST:n ]al usuario ver escenas de la Tierra.[ST:n ]Obligatorio en largos viajes espaciales[ST:n ]para levantar la moral de la tripulación.
Sistema de propulsión electrónica[ST:n ]avanzado que permite una navegación[ST:n ]precisa a velocidades ultrarrápidas.
Aparato generador de calor que recicla[ST:n ]energía térmica producida por el motor[ST:n ]con el fin de aprovecharla[ST:n ]para otros usos.
Guante interfaz electrónico que permite[ST:n ]al usuario controlar con los movimientos[ST:n ]de la mano aparatos conectados[ST:n ]a distancia.
Máquina capaz de imprimir materiales[ST:n ]sólidos como objetos personales o piezas[ST:n ]de reparación. Cada mecánico en la[ST:n ]Ballena Blanca tenía asignada una.
Aparato que proyectaba un campo[ST:n ]de energía alrededor de la Ballena Blanca[ST:n ]como escudo protector[ST:n ]contra los residuos espaciales.
Sistema fotovoltaico que genera energía[ST:n ]de la luz solar. Estaba montado sobre[ST:n ]el casco de la Ballena Blanca.
Aparato que recoge microbios y material[ST:n ]orgánico del espacio para reciclarlos[ST:n ]y convertirlos en energía[ST:n ]para la Ballena Blanca.
Este misterioso reactor era el generador[ST:n ]principal de la Ballena Blanca.[ST:n ]Su existencia era solo conocida por los[ST:n ]ingenieros relacionados con la operación.
"Aparato que transmite partículas[ST:n ]de energía de un lugar a otro. Gracias[ST:n ]a él, se logró ahorrar gran cantidad[ST:n ]de espacio a bordo de la Ballena Blanca."
Finísimo material protector[ST:n ]de gran dureza y muy resistente al calor.
Aparato emisor de señales de falso ADN[ST:n ]usado para confundir a los enemigos[ST:n ]alienígenas.
"Láser de alta potencia montado sobre[ST:n ]la Ballena Blanca. Aunque está en desuso,[ST:n ]todavía se pueden ver las marcas[ST:n ]de la batalla en su cañón."
"Parte del sistema de IA instalado[ST:n ]en la Ballena Blanca. Fiable e infalible.[ST:n ]Era un componente esencial de la nave,[ST:n ]pero resultó destruido durante el impacto."
Aparato que absorbe el gas que liberan[ST:n ]las estrellas al espacio y lo convierte[ST:n ]en energía para el sistema de propulsión.
Mecanismo de freno que se alimentaba[ST:n ]de oxígeno. También se podía convertir[ST:n ]en un arma durante la batalla.
Pintura fluorescente usada en la[ST:n ]Ballena Blanca. Su alta fluorescencia[ST:n ]le permite emitir la luz absorbida[ST:n ]sin reducir su intensidad.
Aparato de control de la posición usado[ST:n ]como protección contra la desorientación[ST:n ]espacial en viajes interestelares. Se utiliza[ST:n ]al realizar reparaciones fuera de la nave.
Aparato que extrae agua de las rocas[ST:n ]para ayudar en el proceso[ST:n ]de terraformación. El descubrimiento[ST:n ]de Mira lo dejó obsoleto.
"Uno de los prototipos creados durante[ST:n ]el desarrollo de FrontierNav. No es tan[ST:n ]avanzado como las sondas exploratorias[ST:n ]actuales, pero no está nada mal."
Cuerpo esférico con varias extremidades[ST:n ]controlado a distancia. Se usa para llevar[ST:n ]a cabo operaciones delicadas[ST:n ]fuera de la nave.
Mortero con pequeños espolones que[ST:n ]los nativos solían utilizar para preparar[ST:n ]medicamentos. El palo se usa para[ST:n ]desmenuzar con facilidad los ingredientes.
Ábaco con cuentas de bellota.[ST:n ]Podría ser un indicio de que los nativos[ST:n ]tenían algún tipo de sistema financiero.
"Máscara viva hecha con la corteza[ST:n ]de un árbol de Mira. La corteza crece[ST:n ]con la cara del que la lleva, por eso[ST:n ]era objeto de culto en la antigüedad."
"Monedero usado por los antiguos[ST:n ]habitantes de Mira. ¿Oyes las monedas?[ST:n ]Si el dueño anterior tuvo fortuna[ST:n ]con el dinero, puede que tú también..."
"Piedra extraña que emite un agradable[ST:n ]sonido. Esta melodía emocionaba[ST:n ]a los nativos de Mira, que se ponían[ST:n ]a bailar cuando la escuchaban."
Los nopon meten esta bola maloliente[ST:n ]en su bolsillo para repeler posibles[ST:n ]depredadores con su olor fétido.
"Plato de marisco usado por los antiguos[ST:n ]nopon. Podría dar una idea de cuál era[ST:n ]la dieta nopon antigua, pero ese tipo[ST:n ]de investigación no es prioritaria."
Barca nopon con forma de bañera hecha[ST:n ]de madera flotante. Los nopon la solían[ST:n ]usar para navegar por el océano.
"Lámpara nopon llena de hojas katoanas.[ST:n ]Para los nopon que veneran su luz,[ST:n ]la recolección de estas hojas[ST:n ]es toda una tradición."
Aparato para corregir la columna que era[ST:n ]común entre los nopon de menor estatura.[ST:n ]Se dejó de usar tras descubrirse[ST:n ]que sus efectos eran negativos.
Caja para almacenar las herramientas[ST:n ]nopon de recolección de polen usadas[ST:n ]para atraer insectos. Estos se comen[ST:n ]y reciclan el polen antes de que se recoja.
Lanza inventada por una especie antigua[ST:n ]al evolucionar hacia la bipedación. [ST:n ]Este progreso tuvo un precio: esta misma[ST:n ]arma marcó el fin de su especie.
"Piedra grabada por un pueblo antiguo[ST:n ]del desierto de Oblivia. Es indescifrable,[ST:n ]por lo que todavía no se sabe[ST:n ]qué fin tuvo esta civilización."
Vara mágica nopon usada para localizar[ST:n ]reservas de agua y minerales. En la punta[ST:n ]tiene una moneda que oscila cuando da[ST:n ]con su objetivo.
Serpiente seca que se muerde su propia[ST:n ]cola. Los nopon la solían usar a modo[ST:n ]de brazalete.
Tambor de estómago de animal. Se dice[ST:n ]que otorga valentía a los nopon que se[ST:n ]embarcan en un viaje solitario. Casi[ST:n ]puede oírse el retumbar al acercarse a él.
"Misterioso monumento rectangular[ST:n ]hecho de piedra negra. Según los nopon,[ST:n ]otorga sabiduría a quien lo toca."
Bálsamo vegetal usado por los nopon.[ST:n ]Se dejó de usar cuando se descubrió[ST:n ]que sus efectos medicinales eran[ST:n ]prácticamente inexistentes.
"Flotador hecho con paja.[ST:n ]Al principio es un aro enorme,[ST:n ]pero se reduce rápidamente de tamaño[ST:n ]cuando entra en contacto con el agua."
Espora pintada por los nopon y vendida[ST:n ]a modo de pelota de juguete. Su precio[ST:n ]disminuyó cuando se descubrió[ST:n ]lo que era en realidad.
"Largo cilindro con lentes de piedra[ST:n ]alineadas cuidadosamente. Se usa como[ST:n ]telescopio para mirar las estrellas. Es muy[ST:n ]popular, pero tiene un precio desorbitado."
Capa elaborada con una tela que imita[ST:n ]el entorno y ayuda a camuflarse.[ST:n ]Parece haber sido inventada por una[ST:n ]civilización antigua ahora extinta.
Vara usada por los nopon para sus[ST:n ]ceremonias rituales. Está adornada[ST:n ]con cientos de bellas flores de Mira.
Trampolín nopon hecho de un material[ST:n ]elástico como la goma. Se usaba[ST:n ]durante las festividades hasta que se[ST:n ]prohibió tras unos cuantos accidentes.
"Piedra dura con forma de martillo usada[ST:n ]para la construcción. Por alguna razón[ST:n ]toda la herramienta es de piedra, no solo[ST:n ]la cabeza del martillo."
Vasija negra enorme hecha de lava.[ST:n ]Se dice que fue creada por una[ST:n ]civilización que ya está extinta.
Piedra pulida transparente usada[ST:n ]como lente. Los nopon la utilizan[ST:n ]para hacer fuego.
"Lámpara de mano que funciona con un[ST:n ]aceite nopon secreto. Emite una luz[ST:n ]radiante, pero casi no se usa debido a[ST:n ]lo difícil que resulta producir este aceite."
"Desarrolladas por los nopon que soñaban[ST:n ]con volar. A pesar de su inefectividad,[ST:n ]cada año muchos nopon se lanzan[ST:n ]a la muerte ataviados con ellas."
Saco de dormir ignífugo de seis metros[ST:n ]hecho con hierba bogano. Era un objeto[ST:n ]usado por los gigantes que los nopon[ST:n ]han reconvertido en tienda de campaña.
"Hucha utilizada por los antiguos nopon.[ST:n ]Según la leyenda, aquellos que la rompan[ST:n ]antes de que esté llena tendrán problemas[ST:n ]financieros durante el resto de su vida."
Pequeña mochila propulsora alienígena[ST:n ]que permite huir a gran velocidad[ST:n ]de los enfrentamientos.
"Instrumento de tortura alienígena que se[ST:n ]ciñe entorno a la cabeza, los brazos[ST:n ]y las piernas de la víctima[ST:n ]para inmovilizarla."
"Prototipo de alta tecnología que permite[ST:n ]ver a través de las paredes.[ST:n ]Desgraciadamente, aunque parece[ST:n ]muy innovador, está roto."
Botella moteada aparentemente usada[ST:n ]para contener líquidos preciados.[ST:n ]Su cierre ahora está roto y nadie sabe[ST:n ]lo que pudo haber contenido en su día.
"Orbe que emite un brillo siniestro.[ST:n ]Posee vastas cantidades de energía,[ST:n ]pero es dañino para el ser humano."
Aparato alienígena que se conecta[ST:n ]directamente con el cerebro.[ST:n ]Los humanos no pueden utilizarlo.
Dispositivo hexagonal con forma de panal[ST:n ]usado por los alienígenas insectoides[ST:n ]como escáner corporal.
"Bidón completamente estéril, totalmente[ST:n ]libre de organismos y bacterias."
Aparato electromagnético usado por los[ST:n ]alienígenas metamorfos. Interfiere con la[ST:n ]percepción sensorial de otros individuos[ST:n ]que estén en la zona.
"Sistema de filtración de alto rendimiento[ST:n ]que extrae agua de la tierra y la arena.[ST:n ]Al activarlo, una voz dice \""Hora de hacer[ST:n ]agua\"" y comienza a sonar música."
Lentes diseñadas por alienígenas gigantes[ST:n ]que permiten transmitir información y[ST:n ]órdenes directamente al ojo del portador.
"Alto horno que se alza hasta el cielo,[ST:n ]probablemente utilizado para fiestas y[ST:n ]ritos religiosos, dentro del cual se[ST:n ]encuentran los restos de viejos sacrificios."
Protector de cola alienígena ornamentado[ST:n ]con el blasón de un clan. La calidad[ST:n ]de la obra indica que perteneció[ST:n ]a un individuo de elevado estatus social.
Casco grande y primitivo hecho[ST:n ]con un caparazón de aspecto resistente.[ST:n ]Los dos cuernos que sobresalen[ST:n ]inspiran terror en la batalla.
"Nudillera hecha con la calavera[ST:n ]de un oponente abatido. Su apariencia[ST:n ]desgastada, llena de numerosas[ST:n ]marcas, habla por sí misma."
"Traje de lava de alta tecnología hecho[ST:n ]con materiales desconocidos. Si lo lleva[ST:n ]otra especie distinta a la de sus[ST:n ]fabricantes alienígenas, se autodestruye."
"Dispositivo con forma de aro que se lleva[ST:n ]en el brazo. Su origen alienígena,[ST:n ]así como su gran tamaño, hacen que sea[ST:n ]muy difícil de manejar para los humanos."
El cable de fibra permite[ST:n ]controlar manualmente los misiles.
"Se utiliza para incrementar la agresividad[ST:n ]durante el combate. Si lo ingiere[ST:n ]alguien que no tolera sus efectos,[ST:n ]provoca una muerte instantánea."
Estandarte engalanado con el blasón[ST:n ]de un clan militar alienígena.[ST:n ]Hace alarde de los logros de ese clan[ST:n ]en el campo de batalla.
Corona ajustada que solo puede[ST:n ]quitarse rompiéndola. Podría haber sido[ST:n ]utilizada como instrumento de tortura.
"Dicen que en este metal líquido hay una[ST:n ]gran cantidad de información de alto[ST:n ]nivel. Sin embargo, no puede accederse[ST:n ]a ella ya que el líquido está inerte."
"Es capaz de ver y detectar todas[ST:n ]las ondas electromagnéticas, incluso[ST:n ]los infrarrojos. También puede servir[ST:n ]como microscopio y telescopio."
Garra de alienígena que parece[ST:n ]ser utilizada como catalizador[ST:n ]en los ataques de energía más[ST:n ]que en los de cuerpo a cuerpo.
"Transforma las partículas del aire[ST:n ]en energía eléctrica casi inagotable.[ST:n ]Al parecer, ciertas especies alienígenas[ST:n ]la utilizan como arma."
Un objeto resistente y compacto que sirve[ST:n ]de soporte a grandes estructuras.[ST:n ]Actualmente se utiliza como dispositivo[ST:n ]de control gravitacional.
Fragmento del filo de un Skell alienígena.[ST:n ]Está compuesto por materiales resistentes[ST:n ]y ligeros al mismo tiempo. Parece estar[ST:n ]un poco cargado de electricidad.
Sus sensores detectan cualquier toxina[ST:n ]presente en el entorno. Los humanos[ST:n ]no pueden usarlo ya que se necesita[ST:n ]tecnología alienígena para que funcione.
"Polvo químico hecho con un elemento[ST:n ]desconocido. Cuando Bozé, el Harrier,[ST:n ]lo esnifó, mejoró su nivel de concentración[ST:n ]y por eso decidió darle este nombre."
Cristal esférico con el mismo resplandor[ST:n ]dorado que un atardecer californiano.[ST:n ]El Pathfinder Corwin lo nombró así en[ST:n ]recuerdo de su ciudad natal.
"La imagen mostrada pocas veces se ajusta[ST:n ]a la realidad. De hecho, algunas son[ST:n ]literalmente de otro mundo, de ahí[ST:n ]el nombre que le dió el Outfitter Camber."
Objetos cilíndricos cubiertos de garabatos[ST:n ]indescifrables se han encontrado dispersos[ST:n ]en Mira. La Pathfinder Clarissa los llamó[ST:n ]así mientras trataba de descifrarlos.
"Piedra esculpida en forma de bella diosa.[ST:n ]A veces, una especie de lágrima emana[ST:n ]de sus ojos. El Outfitter Christopher[ST:n ]le puso ese nombre debido a su belleza."
"Nombrado por el Curator Jengo, este[ST:n ]objeto misterioso contiene numerosas[ST:n ]piedras magnéticas que orbitan[ST:n ]irregularmente dentro de su cubículo."
Un sistema de radar que indica muchos[ST:n ]puntos de interés aunque nunca hay nada[ST:n ]en ellos. El Mediator Lara Nara le puso[ST:n ]ese nombre mientras se maquillaba.
"Al colocarse objetos en esta balanza,[ST:n ]no se mide el peso real si no el de otro[ST:n ]tipo de masa. El Mediator Justin dijo que[ST:n ]medía \""el peso de la justicia\""."
"El interior de esta caja transparente[ST:n ]alberga un objeto esférico, cuya rotación[ST:n ]produce un suministro de energía cinética[ST:n ]sin fin. Nombrado por la Curator May."
"Dos ídolos gigantescos de piedra. Nadie[ST:n ]sabe quién los esculpió o puso nombre,[ST:n ]pero su belleza impresiona profundamente[ST:n ]a aquellos que los contemplan."
Columna de hierro oxidada con una[ST:n ]increíble fuerza de tensión. Es incluso[ST:n ]más resistente que el hierro normal.[ST:n ]Fue nombrada por el Curator Howard.
"Arena capaz de cambiar de color y de[ST:n ]sabor. Puede variar de dulce, si es roja,[ST:n ]a salada, blanca. Hay variaciones sin fin.[ST:n ]Nombrada por el Prospector Sarona."
"Joya que brilla como una estrella en el[ST:n ]cielo. La Reclaimer Natasha llevó una[ST:n ]como amuleto y la idea caló en otros[ST:n ]BLADE, derivando en su nombre."
"Piedra repelente que repite todo lo que[ST:n ]dices. Buena suerte al enfrentarte a ella,[ST:n ]es sosa y aburrida como... una piedra.[ST:n ]Nombrada por el Curator Jengo."
Litografía que parece contener encriptado[ST:n ]el diseño de un robot similar a los Skells.[ST:n ]La ingeniera Tika le puso el nombre tras[ST:n ]pasarse la noche intentando descifrarlo.
Piedra transparente que contiene una[ST:n ]criatura fosilizada de aspecto angelical.[ST:n ]El Harrier Adelbert le puso el nombre[ST:n ]paralizado por su belleza celestial.
"Sintetiza cristales que esconden alguna[ST:n ]forma de energía. Pero parece que esos[ST:n ]cristales no existen. Decepcionada,[ST:n ]la Harrier Sara-Ariel le puso el nombre."
"Objeto blanco misterioso con una doble[ST:n ]estructura helicoidal. El Curator Caracas[ST:n ]lo descubrió y dio nombre, pero murió envenenado tras probarlo."
"El líquido del tubo emite un fulgor verde,[ST:n ]pero no se ha dado uso a esa energía[ST:n ]desconocida. El Prospector Leland Cole[ST:n ]lo nombró mientras se reía enérgicamente."
"Objeto ovalada que contiene una gran[ST:n ]variedad de flora. Al presenciar como[ST:n ]al florecer rompían la cáscara del huevo,[ST:n ]el Prospector Gale le dio este nombre."
"Pluma angelical, blanca como la nieve que[ST:n ]brilla con aires de nobleza. La Harrier[ST:n ]Grette le dió ese nombre tras quedarse[ST:n ]embelesada al verla."
"Tornillo de piedra completamente natural[ST:n ]que puede usarse con cualquier fin. Tras[ST:n ]nombralo, el Pathfinder Astea lo usó como[ST:n ]un tornillo."
"Este planetario encerrado en una caja[ST:n ]negra, proyecta una imagen de la galaxia[ST:n ]sobre las superficies más cercanas.[ST:n ]Fue nombrado por el Pathfinder Mondo."
"Parece algún tipo de transmisor extraño,[ST:n ]pero nadie sabe adónde llegan sus[ST:n ]transmisiones. La Interceptor Ada le puso[ST:n ]nombre tras varios intentos sin respuesta."
Cadena de anillos triangulares irrompibles[ST:n ]e inseparables. El Curator Quincy le dio[ST:n ]este nombre para simbolizar los lazos[ST:n ]entre amigos.
Componente amortiguador que parece[ST:n ]que fue utilizado en antiguos autómatas.[ST:n ]El Interceptor Giotto lo nombró y usó[ST:n ]como equipo deportivo.
"Vara cilíndrica de compleja superficie[ST:n ]alveolada. Aunque se parece a una llave,[ST:n ]la Sicaria quiso usarla para aporrear[ST:n ]a la gente. Ella se inventó el nombre."
"Caldero que despide un humo negro y[ST:n ]espeso, grabado de arriba abajo con[ST:n ]extraños símbolos. El Prospector Harvey[ST:n ]lo descubrió y dió un nombre con gancho."
"Parece un sonajero de bebé, pero el ruido[ST:n ]que produce al agitarlo derriba edificios.[ST:n ]El Prospector Ginger le puso el nombre[ST:n ]y están estudiando su uso como arma."
Cetro suntuosamente ornamentado.[ST:n ]Se dice que se utilizaba en las ceremonias[ST:n ]celebradas por antiguos nobles.[ST:n ]El Pathfinder H.B. le dio el nombre.
"Este objeto mecánico y orgánico con[ST:n ]forma de máscara, absorbe fluidos[ST:n ]corporales. La Outfitter Alexa fue quien[ST:n ]le puso el nombre."
"Pintura que representa gente huyendo[ST:n ] de una especie de dragón. Entusiasmada[ST:n ]por esta criatura desconocida,[ST:n ]la Prospector Vera se inventó el nombre."
"El libro es ilegible, pero las ilustraciones[ST:n ]de gigantes generan cierta nostalgia.[ST:n ]Letrick, el supervisor de la catedral, al [ST:n ]verlo rompió a llorar y le dio el nombre."
